romance,new_character,character_development,magic_kaito,english_airdate,next_conans_hint,original_airdate,episode_title,japanese_episode_number,characters_pasts,black_organization,manga_source,fbi,english_episode_number
no,no,no,no,,Pedicure,"July 30, 2011",The Screaming Operation Room (Part 2),626,no,no,V72 - F5~7,no,-
yes,yes,yes,yes,,Ice cream,"August 6, 2011",Kaitou Kid's Busy Date (TV Special),MKS2,no,no,MKV1 - C4,no,-
yes,no,no,yes,,Cat,"August 13, 2011",The Princess Prefers Magic (TV Special),MKS3,no,no,MKV1 - C2,no,-
no,yes,no,yes,,Rain,"August 20, 2011",Conan & Kid's Battle For Ryoma's Treasure (Part 1),627,no,no,V70 - F2~4,no,-
no,no,yes,yes,,Watercolor paint,"August 27, 2011",Conan & Kid's Battle For Ryoma's Treasure (Part 2),628,no,no,V70 - F2~4,no,-
no,no,no,no,,Liquid foundation,"September 3, 2011",The Promo Video Shooting Case (Part 1),629,no,no,TV Original,no,-
no,no,no,no,,Window,"September 10, 2011",The Promo Video Shooting Case (Part 2),630,no,no,TV Original,no,-
no,no,no,no,,Paint,"September 17, 2011",What the Flower Clock Knew,631,no,no,TV Original,no,-
yes,yes,yes,yes,,Chocolate,"September 24, 2011",A Witch Sheds No Tears (TV Special),MKS4,no,no,MKV1 - C6,no,-
no,no,no,no,,6 o'clock,"October 1, 2011",The Guardian of Time's Sword (Part 1),632,no,no,V72 - F11,no,-
no,no,no,no,,Clock hand,"October 8, 2011",The Guardian of Time's Sword (Part 2),633,no,no,V72 - F11,no,-
no,no,no,no,,Glass,"October 15, 2011",The Super Narrow Shop Crime Scene,634,no,no,TV Original,no,-
yes,no,no,no,,Riceball,"October 22, 2011",Karaoke Box Murder Case (Remastered),42,no,no,V5 - F6~9,no,-
yes,yes,yes,yes,,Moonlight,"October 29, 2011",The Fated Blue Birthday (TV Special),MKS5,yes,no,MKV3 - C6,no,-
no,no,no,no,,Microwave,"November 5, 2011",Beware of Dieting,635,no,no,TV Original,no,-
no,no,no,no,,Puffed rice maker,"November 12, 2011",The Most Useful School in the World Case (Part 1),636,no,no,TV Original,no,-
no,no,no,no,,Loud sound,"November 19, 2011",The Most Useful School in the World Case (Part 2),637,no,no,TV Original,no,-
no,no,no,no,,Milk tea,"November 26, 2011",Solving Mysteries at the Red Leaf Palace (Part 1),638,no,no,TV Original,no,-
yes,no,no,no,,Electric current,"December 3, 2011",Solving Mysteries at the Red Leaf Palace (Part 2),639,no,no,TV Original,no,-
no,no,no,no,,Water zither cave,"December 10, 2011",The Memory Trip of the Eight Sketches (Okayama Part),640,no,no,TV Original,no,-
no,no,no,no,,Grapes,"December 17, 2011",The Memory Trip of the Eight Sketches (Kurashiki Part),641,no,no,TV Original,no,-
yes,no,yes,no,,Costume contest,"December 24, 2011",Love on the Ski Slope on Christmas Eve (TV Special),MKS6,no,no,MKV2 - C1,no,-
no,no,no,no,,Video call,"January 7, 2012",Grabbing Karuta Cards in Dire Straits (Part 1),642,no,no,V72 - F8~10,no,-
no,no,no,no,,Horsehair crab,"January 14, 2012",Grabbing Karuta Cards in Dire Straits (Part 2),643,no,no,V72 - F8~10,no,-
no,yes,no,no,,Bullet,"January 21, 2012",The Indiscriminate Stadium Threatening Case (Part 1) (Remastered),130,no,no,V19 - F9,no,-
no,no,no,no,,Earphone,"January 28, 2012",The Indiscriminate Stadium Threatening Case (Part 2) (Remastered),131,no,no,V19 - F9,no,-
no,yes,no,no,,Napkin,"February 4, 2012","Ramen So Good, It's to Die For  (Part 1)",644,no,no,V73 - F3~5,no,-
no,no,no,no,,Glasses,"February 11, 2012","Ramen So Good, It's to Die For (Part 2)",645,no,no,V73 - F3~5,no,-
no,yes,no,no,,Elevator,"February 18, 2012",Deduction Showdown at the Haunted Hotel (Part 1),646,no,no,V73 - F6~8,no,-
no,no,yes,no,,Paint cans,"February 25, 2012",Deduction Showdown at the Haunted Hotel (Part 2),647,no,no,V73 - F6~8,no,-
no,no,yes,no,,Signed books,"March 3, 2012",The Case of the Besieged Detective Agency (Outbreak),648,no,no,V73 - F9,no,-
no,no,no,no,,Bush warbler,"March 10, 2012",The Case of the Besieged Detective Agency (Sniping),649,no,no,V73 - F9,no,-
no,no,yes,no,,Toilet,"March 17, 2012",The Case of the Besieged Detective Agency (Release),650,no,no,V73 - F9,no,-
no,no,yes,no,,Kansai dialect,"March 24, 2012","Conan vs. Heiji, Deduction Battle Between the Detectives of the East and West (1 Hour Special)",651,no,no,V74 - F5~7,no,-
no,yes,yes,no,,Ticket,"April 7, 2012",Hooligan's Labyrinth (Part 1) (Remastered),279,no,no,V34 - F5~7,no,-
yes,no,yes,no,,Goal scene,"April 14, 2012",Hooligan's Labyrinth (Part 2) (Remastered),280,no,no,V34 - F5~7,no,-
no,yes,no,no,,Eight equal parts,"April 21, 2012",The Design of Poison and Mirage (EYE),652,no,no,V74 - F8,no,-
no,no,yes,no,,Tiles,"April 28, 2012",The Design of Poison and Mirage (S),653,no,no,V74 - F8,no,-
yes,no,yes,no,,Slippers,"May 5, 2012",The Design of Poison and Mirage (Poison),654,no,no,V74 - F8,no,-
yes,no,yes,no,,Wristwatch,"May 12, 2012",The Design of Poison and Mirage (Illusion),655,no,no,V74 - F8,no,-
no,no,yes,no,,Glasses' lens,"May 19, 2012",The Professor's Video Site (Part 1),656,no,no,V74 - F2~4,no,-
no,no,yes,no,,Ear,"May 26, 2012",The Professor's Video Site (Part 2),657,no,no,V74 - F2~4,no,-
yes,no,no,no,,Tablecloth,"June 2, 2012",The Hot Chocolate Trap,658,no,no,TV Original,no,-
yes,no,no,no,,Airbag,"June 9, 2012",Co-Investigating with a First Love (Part 1),659,no,no,V75 - F6~8,no,-
yes,no,no,no,,Rear window,"June 16, 2012",Co-Investigating with a First Love (Part 2),660,no,no,V75 - F6~8,no,-
no,no,no,no,,Key,"June 23, 2012",Kogoro-san is a Good Man (Part 1),661,no,no,V75 - F3~5,no,-
no,no,no,no,,Clothespins,"June 30, 2012",Kogoro-san is a Good Man (Part 2),662,no,no,V75 - F3~5,no,-
no,no,no,no,,The name,"July 7, 2012",Chase the Miyama Stag Beetle,663,no,no,TV Original,no,-
no,no,no,no,,Cigarette butt,"July 14, 2012",The Great Dog Coeur's Triumph 2,664,no,no,TV Original,no,-
no,no,no,no,,Ant,"July 21, 2012",The Suspicious Initial K,665,no,no,TV Original,no,-
no,no,no,no,,Umbrella,"July 28, 2012",The Rainy Night Menace,666,no,no,TV Original,no,-
yes,yes,yes,yes,,White horse,"August 4, 2012",The Splendid Rivals (TV Special),MKS7,no,no,MKV3 - C2~3,no,-
yes,no,yes,yes,,Letter,"August 11, 2012",The Secret of the Red Tear (TV Special),MKS8,yes,no,MKV4 - C2,no,-
no,no,no,yes,,Surveillance camera,"August 18, 2012",Kaitou Kid and the Four Masterpieces (Part 1) (Remastered),469,no,no,V53 - F1~4,no,-
no,no,no,yes,,Cell phone,"August 25, 2012",Kaitou Kid and the Four Masterpieces (Part 2) (Remastered),470,no,no,V53 - F1~4,no,-
no,yes,no,no,,Waiter,"September 1, 2012",Wedding Eve (Part 1),667,no,no,V75 - F9~11,no,-
no,no,yes,no,,Cake,"September 8, 2012",Wedding Eve (Part 2),668,no,no,V75 - F9~11,no,-
no,no,no,no,,Mirror,"September 15, 2012",The Dark Tower's Hidden Treasure (Part 1),669,no,no,TV Original,no,-
no,no,no,no,,Circle and triangle,"September 22, 2012",The Dark Tower's Hidden Treasure (Part 2),670,no,no,TV Original,no,-
yes,no,yes,yes,,Broom,"September 29, 2012","The Witch, the Detective, and the Phantom Thief (TV Special)",MKS9,no,no,MKV3 - C4,no,-
no,no,yes,no,,Broken cellphone,"October 6, 2012",Detectives' Nocturne (The Case),671,no,no,V76 - F1~5,no,-
no,no,no,no,,Listening device,"October 13, 2012",Detectives' Nocturne (Kidnapping),672,no,no,V76 - F1~5,no,-
no,no,yes,no,,Keep the change,"October 20, 2012",Detectives' Nocturne (Deduction),673,no,no,V76 - F1~5,no,-
no,no,yes,no,,Left-handedness,"October 27, 2012",Detectives' Nocturne (Bourbon),674,no,yes,V76 - F1~5,no,-
no,no,no,yes,,Black cat,"November 3, 2012",The Reminiscent Golden Eye (TV Special),MKS10,no,no,MKV4 - C5~6,no,-
no,no,yes,no,,Barbecue,"November 10, 2012",Won't Forgive Even One Millimeter (Part 1),675,yes,no,V76 - F6~8,no,-
no,no,no,no,,Cup of water,"November 17, 2012",Won't Forgive Even One Millimeter (Part 2),676,no,no,V76 - F6~8,no,-
no,no,no,no,,Surfboard,"November 24, 2012",The Footprintless Beach,677,no,no,TV Original,no,-
no,no,no,no,,Font,"December 1, 2012",Nagasaki Mystery Theatre (End of the Edo),678,no,no,TV Original,no,-
no,no,no,no,,Writing order,"December 8, 2012",Nagasaki Mystery Theatre (Modern Time),679,no,no,TV Original,no,-
yes,no,no,no,,Heater,"December 15, 2012",Cactus Capriccio,680,no,no,TV Original,no,-
no,no,no,yes,,Ice,"December 22, 2012",The Tearful Crystal Mother (TV Special),MKS11,no,no,MKV4 - C1,no,-
no,yes,no,yes,,Riot police member,"December 29, 2012",Tears of Love for the Dark Knight (TV Special),MKS12,no,no,MKV4 - C7~8,no,-
no,yes,yes,no,,Date,"January 5, 2013",The Life-Threatening Broadcast of Love (Begin Broadcasting),681,no,no,V76 - F9,no,-
no,no,no,no,,Crow,"January 12, 2013",The Life-Threatening Broadcast of Love (Desperate Situation),682,yes,no,V76 - F9,no,-
yes,no,no,no,,Climate phenomenon,"January 19, 2013",The Life-Threatening Broadcast of Love (Enter the Scene),683,yes,no,V76 - F9,no,-
no,no,yes,no,,"Beer, coffee, and cigarettes","January 26, 2013","Froth, Steam, and Smoke (Part 1)",684,no,no,V77 - F3~5,no,-
no,no,yes,no,,Tools of the trade,"February 2, 2013","Froth, Steam, and Smoke (Part 2)",685,no,no,V77 - F3~5,no,-
no,no,no,no,,Puppy,"February 9, 2013",A Car Carrying a Time Bomb,686,no,no,TV Original,no,-
no,no,no,no,,Will-o'-the-wisp,"February 16, 2013",The Unsolvable Ice Trap,687,no,no,TV Original,no,-
no,no,no,no,,Gypsum,"February 23, 2013",Detective Takagi Finds 30 Million Yen,688,no,no,TV Original,no,-
no,no,no,no,,Fox,"March 2, 2013",The Client's Message,689,no,no,TV Original,no,-
no,no,yes,no,,Candy,"March 9, 2013",Yusaku Kudo's Cold Case (Part 1),690,yes,no,V77 - F6~8,no,-
no,no,yes,no,,Coins,"March 16, 2013",Yusaku Kudo's Cold Case (Part 2),691,yes,no,V77 - F6~8,no,-
no,no,no,no,,Surveillance camera,"March 23, 2013",The Evening Cherry Blossom Viewing Route on Sumida River (Part 1),692,no,no,TV Original,no,-
no,no,no,no,,Cherry blossom viewing boat,"March 30, 2013",The Evening Cherry Blossom Viewing Route on Sumida River (Part 2),693,no,no,TV Original,no,-
no,yes,no,no,,Bread crumb,"April 6, 2013",Luxury Liner Serial Murder Case (Part 1) (Remastered),22,no,no,V3 - F1~6,no,-
no,no,no,no,,Sketch book,"April 13, 2013",Luxury Liner Serial Murder Case (Part 2) (Remastered),23,no,no,V3 - F1~6,no,-
no,no,no,no,,Japanese sweet box,"April 20, 2013",The Missing Sweets in the Old Shop,694,no,no,TV Original,no,-
no,no,no,no,,Types of grapes,"April 27, 2013",The Roses in the Vineyard,695,no,no,TV Original,no,-
no,no,no,no,,Bricks,"May 4, 2013",The Flowerbed Vandal's Scheme,696,no,no,TV Original,no,-
no,no,no,no,,Stepstool,"May 11, 2013",The Window at the Girls' School,697,no,no,TV Original,no,-
no,no,no,no,,Hanging scroll,"May 18, 2013",Unbelievable! The Case of the Crashed UFO,698,no,no,TV Original,no,-
no,no,no,no,,Tile,"May 25, 2013",Hidden Bathroom Secret (Part 1) (Remastered),340,no,no,V41 - F10,no,-
no,no,yes,no,,Haibara's mother - Elena Miyano,"June 1, 2013",Hidden Bathroom Secret (Part 2) (Remastered),341,no,yes,V41 - F10,no,-
no,no,no,no,,Shape made by fingers,"June 8, 2013",The Shadow Approaching Haibara's Secret (Part 1),699,no,no,V77 - F9~11,no,-
no,no,yes,no,,Pass ring,"June 15, 2013",The Shadow Approaching Haibara's Secret (Part 2),700,no,no,V77 - F9~11,no,-
no,yes,no,no,,Board game,"June 22, 2013",On the Trail of a Silent Witness (Part 1) (Remastered),307,no,yes,V37 - F5~7,no,-
no,no,no,no,,The rules of Go,"June 29, 2013",On the Trail of a Silent Witness (Part 2) (Remastered),308,no,yes,V37 - F5~7,yes,-
no,no,yes,no,,The missing carriage 7,"July 13, 2013",The Jet-Black Mystery Train (Departure),701,yes,yes,V78 - F1~7,no,-
no,no,yes,no,,The conductor's testimony,"July 20, 2013",The Jet-Black Mystery Train (Tunnel),702,yes,yes,V78 - F1~7,no,-
no,no,yes,no,,The gap of the chain lock,"July 27, 2013",The Jet-Black Mystery Train (Intersection),703,no,yes,V78 - F1~7,no,-
no,no,yes,yes,,The ultimate cast,"August 3, 2013",The Jet-Black Mystery Train (Destination),704,no,yes,V78 - F1~7,no,-
no,no,yes,no,,Special coach,"August 10, 2013",Conan in a Locked Room,705,no,no,V78 - F8~10,no,-
no,no,yes,no,,Plastic bottle,"August 17, 2013",Bourbon Figures It Out,706,no,yes,V78 - F8~10,no,-
no,no,no,no,,Cell phone,"August 24, 2013",TV Station Murder Case (Remastered),31,no,no,V11 - F2~4,no,-
no,no,no,no,,Radio program,"August 31, 2013",The Framed Great Detective,707,no,no,TV Original,no,-
no,no,no,no,,Veranda,"September 7, 2013",The Man Who Fell Slowly,708,no,no,TV Original,no,-
no,no,no,no,,Binding band,"September 14, 2013",An Unconfirmed Shocking Case,709,no,no,TV Original,no,-
no,no,yes,no,,Cleaning robot,"September 21, 2013",Everyone Saw (Part 1),710,no,no,V79 - F3~5,no,-
no,no,no,no,,Spray font,"September 28, 2013",Everyone Saw (Part 2),711,no,no,V79 - F3~5,no,-
no,no,no,no,,Casket,"October 5, 2013",Heiji Hattori and the Vampire Mansion (1),712,no,no,V79 - F6,no,-
no,no,no,no,,Garlic,"October 12, 2013",Heiji Hattori and the Vampire Mansion (2),713,no,no,V79 - F6,no,-
no,no,no,no,,Stake,"October 19, 2013",Heiji Hattori and the Vampire Mansion (3),714,no,no,V79 - F6,no,-
no,no,no,no,,Hidden passage,"October 26, 2013",Heiji Hattori and the Vampire Mansion (4),715,no,no,V79 - F6,no,-
no,no,no,no,,Spoon,"November 2, 2013",Dancing Demon at the Noh Mask Mansion (Part 1),716,no,no,TV Original,no,-
no,no,no,no,,Chisel,"November 9, 2013",Dancing Demon at the Noh Mask Mansion (Part 2),717,no,no,TV Original,no,-
no,no,no,no,,Chocolate bar,"November 16, 2013",The Devil's Circuit,718,no,no,TV Original,no,-
no,no,no,no,,Washing machine,"November 23, 2013",A Dispute Over a Platinum Ticket,719,no,no,TV Original,no,-
no,no,no,no,,Stuffed animals,"November 30, 2013",Fire and Water Mystery Tour (Aso Part),720,no,no,TV Original,no,-
no,no,no,no,,Stamp book,"December 7, 2013",Fire and Water Mystery Tour (Kumamoto Part),721,no,no,TV Original,no,-
no,no,no,no,,Receipt,"December 14, 2013",Sweet and Cold Delivery Service (Part 1),722,no,no,V80 - F2~4,no,-
yes,no,no,no,,Christmas cake,"December 21, 2013",Sweet and Cold Delivery Service (Part 2),723,no,yes,V80 - F2~4,no,-
no,no,no,no,,Tablecloth,"December 28, 2013",Alpine Hut in the Snowy Mountain Murder Case (Remastered),46,no,no,V10 - F9,no,-
no,no,yes,yes,,Huge water tank,"January 4, 2014",Kaitou Kid and the Blush Mermaid (Part 1),724,no,no,V78 - F11,no,-
no,no,yes,yes,,Magnet,"January 11, 2014",Kaitou Kid and the Blush Mermaid (Part 2),725,no,no,V78 - F11,no,-
no,no,no,no,,Left and right,"January 18, 2014",A Happy E-mail Brings Sadness,726,no,no,TV Original,no,-
no,no,yes,no,,Padlock,"January 25, 2014",The Treasure Chest Filled with Fruits (Part 1),727,no,no,V80 - F5~7,no,-
no,no,yes,no,,Apples,"February 1, 2014",The Treasure Chest Filled with Fruits (Part 2),728,no,no,V80 - F5~7,no,-
no,no,no,no,,Sunlight,"February 8, 2014","The Diamond, the Painting, and the Great Actress",729,no,no,TV Original,no,-
yes,no,no,no,,Diary,"February 15, 2014",Love Letter to Ran (Remastered),426,no,no,TV Original,no,-
no,no,no,no,,Paint,"February 22, 2014",The Figure That Was Too Good,730,no,no,TV Original,no,-
yes,yes,yes,no,,Will,"March 1, 2014",The Ex-Boyfriend Living Next to a Crime Scene (Part 1),731,no,no,V80 - F8~10,no,-
no,no,no,no,,Cell phone cover,"March 8, 2014",The Ex-Boyfriend Living Next to a Crime Scene (Part 2),732,no,no,V80 - F8~10,no,-
no,no,yes,no,,Elevator,"March 15, 2014",Library Murder Case (Remastered),50,no,no,V10 - F6~8,no,-
no,no,no,no,,Bamboo forest,"March 22, 2014",The Wedding Reception and the Two Gunshots,733,no,no,TV Original,no,-
no,no,no,no,,5 yen coin,"March 29, 2014",Jodie's Memories and the Cherry Blossom Viewing Trap (1 Hour Special),734,yes,yes,V80 - F11,yes,-
no,yes,yes,no,,James Black,"April 5, 2014",The Man from Chicago (Part 1) (Remastered),258,no,no,V32 - F8~10,no,-
no,no,yes,no,,Man with long hair,"April 12, 2014",The Man from Chicago (Part 2) (Remastered),259,no,no,V32 - F8~10,no,-
no,no,no,no,,Left hand,"April 19, 2014",The Coded Invitation,735,no,no,TV Original,no,-
no,no,no,no,,Basketball,"April 26, 2014",The Secret of the Statue of Kogoro Mouri,736,no,no,TV Original,no,-
no,no,no,no,,Dog walk,"May 3, 2014",The Suspicious Walking Path,737,no,no,TV Original,no,-
no,no,yes,no,,Champagne,"May 10, 2014",Kogoro in the Bar (Part 1),738,no,no,V81 - F3~5,no,-
no,no,yes,no,,Clay,"May 17, 2014",Kogoro in the Bar (Part 2),739,yes,no,V81 - F3~5,no,-
no,no,no,no,,Basement key,"May 24, 2014",The Farewell Wine Murder Case (Remastered),97,no,no,TV Original,no,-
no,no,yes,no,,Duplicate key,"May 31, 2014",Bathroom Where Ran Collapsed As Well (Part 1),740,no,yes,V81 - F6~8,no,-
no,no,yes,no,,Wink,"June 7, 2014",Bathroom Where Ran Collapsed As Well (Part 2),741,no,no,V81 - F6~8,no,-
no,no,no,no,,Takahiro Sanada,"June 14, 2014",Promise with a J-Leaguer,742,no,no,TV Original,no,-
no,no,no,no,,New skirt,"June 21, 2014",Two Coincidental Successes,743,no,no,TV Original,no,-
yes,no,yes,no,,Bowling alley,"June 28, 2014",The Suspect is Makoto Kyogoku (Part 1),744,no,no,V81 - F9~11,no,-
no,no,yes,no,,Witch,"July 5, 2014",The Suspect is Makoto Kyogoku (Part 2),745,no,no,V81 - F9~11,no,-
no,no,yes,yes,,Unexpected security system,July 19 2014,Kaitou Kid VS Makoto Kyogoku (Part 1),746,no,no,V82 - F1~3,no,-
yes,no,yes,yes,,Candle,"July 26, 2014",Kaitou Kid VS Makoto Kyogoku (Part 2),747,no,no,V82 - F1~3,no,-
no,no,no,no,,Kamen Yaiba,"August 2, 2014",Metropolitan Police Detective Love Story (Confession),748,no,no,V82 - F8~10,no,-
no,no,no,no,,Newspaper,"August 9, 2014",Metropolitan Police Detective Love Story (Truth),749,no,no,V82 - F8~10,no,-
no,yes,yes,no,,Yukata,"August 16, 2014",Kogoro's Class Reunion Murder Case (Part 1) (Remastered),27,no,no,V9 - F4~6,no,-
no,no,yes,no,,Ping-pong,"August 23, 2014",Kogoro's Class Reunion Murder Case (Part 2) (Remastered),28,no,no,V9 - F4~6,no,-
no,no,no,no,,Necklace,"September 6, 2014",The Man Betrayed by the Sea,750,no,no,TV Original,no,-
no,yes,no,no,,Kobayashi-sensei,"September 13, 2014",The Seven Mysteries of Teitan Elementary School Case (Remastered),112,no,no,V16 - F4~5,no,-
no,no,no,no,,Taii,"September 20, 2014",The Beckoning Calico Cat Case (Part 1),751,no,no,V82 - F4~7,no,-
no,no,no,no,,Wrapping,"September 27, 2014",The Beckoning Calico Cat Case (Part 2),752,no,no,V82 - F4~7,no,-
no,no,no,no,,Refrigerator,"October 4, 2014",The Blind Spot in the Share House,753,no,no,TV Original,no,-
no,no,no,no,,Tomatoes,"October 11, 2014",The Tragedy of the Red Woman (Steam),754,no,no,V82 - F11,no,-
no,no,no,no,,Nagano police,"October 18, 2014",The Tragedy of the Red Woman (Evil Spirit),755,no,no,V82 - F11,no,-
no,yes,no,no,,Long-haired woman,"October 25, 2014",The Tragedy of the Red Woman (Revenge),756,no,no,V82 - F11,no,-
no,no,no,no,,Press conference,"November 1, 2014",The Comedian Who Turned Himself In (Part 1),757,no,no,TV Original,no,-
no,no,no,no,,Pocket tissue,"November 8, 2014",The Comedian Who Turned Himself In (Part 2),758,no,no,TV Original,no,-
yes,no,no,no,,Room service,"November 22, 2014",The Romance Novel with the Unexpected Conclusion (Part 1),759,no,no,V83 - F4~6,no,-
no,no,yes,no,,Old postcard,"November 29, 2014",The Romance Novel with the Unexpected Conclusion (Part 2),760,no,no,V83 - F4~6,no,-
no,no,no,no,,Shoulder bag,"December 6, 2014",Kaga Hyakumangoku Mystery Tour (Kanazawa Part),761,no,no,TV Original,no,-
no,no,no,no,,Encryption card,"December 13, 2014",Kaga Hyakumangoku Mystery Tour (Kaga Part),762,no,no,TV Original,no,-
no,no,no,no,,Security camera,"December 20, 2014",Facial Mask Murder Case (Remastered),45,no,no,TV Original,no,-
no,no,no,no,,N/A,"December 26, 2014",The Disappearance of Conan Edogawa: The Worst Two Days in History (TV Special),S5,no,no,TV Original,no,-
no,no,no,no,,The first seven days of the year,"January 3, 2015","Happy New Year, Kogoro Mouri (TV Special)",S4,no,no,V57 - F8,no,-
no,no,yes,no,,Road sign,"January 10, 2015","Conan and Heiji, Code of Love (Part 1)",763,no,no,V83 - F7~9,no,-
yes,no,no,no,,White rose,"January 17, 2015","Conan and Heiji, Code of Love (Part 2)",764,no,no,V83 - F7~9,no,-
no,no,no,no,,Telephone,"January 24, 2015",Teimuzu River Kite Flying Case (Part 1),765,no,no,V84 - F3~5,no,-
no,no,yes,no,,Kite string,"January 31, 2015",Teimuzu River Kite Flying Case (Part 2),766,no,no,V84 - F3~5,no,-
no,no,no,no,,Cooler box,"February 7, 2015",The Lover Gone Missing in a Snowstorm,767,no,no,TV Original,no,-
no,no,no,no,,Jacket,"February 14, 2015",The Target is Kogoro Mouri (Remastered),384,no,no,TV Original,no,-
no,no,no,no,,Canned juice,"February 21, 2015",Ai Haibara Imprisonment Case,768,no,no,TV Original,no,-
no,no,no,no,,Cutout,"February 28, 2015",The Troublesome Emergency Patient,769,no,no,TV Original,no,-
yes,no,no,no,,Herbal tea,"March 7, 2015",The Tense Tea Party (Part 1),770,yes,yes,V84 - F6~8,no,-
no,no,no,no,,Lemons,"March 14, 2015",The Tense Tea Party (Part 2),771,yes,yes,V84 - F6~8,no,-
yes,no,no,no,,Cell phone,"March 21, 2015",Shinichi Kudo's Aquarium Case (Part 1),772,yes,no,V83 - F10,no,-
yes,no,no,no,,Glove,"March 28, 2015",Shinichi Kudo's Aquarium Case (Part 2),773,yes,no,V83 - F10,no,-
no,no,no,yes,,Iron Tanuki,"April 4, 2015",Kaitou Kid vs. the Strongest Safe (Part 1) (Remastered),537,no,no,V64 - F11,no,-
no,no,no,yes,,Jirokichi Suzuki,"April 11, 2015",Kaitou Kid vs. the Strongest Safe (Part 2) (Remastered),538,no,no,V64 - F11,no,-
no,no,no,no,,Car GPS,"April 18, 2015",Munch's Missing Scream,774,no,no,TV Original,no,-
no,no,no,no,,Infiltration,"April 25, 2015",The Manipulated Great Detective (Part 1),775,no,no,TV Original,no,-
no,no,no,no,,Power outage,"May 2, 2015",The Manipulated Great Detective (Part 2),776,no,no,TV Original,no,-
no,no,no,no,,Aloha shirt,"May 9, 2015",Detective Boys vs. Elderly Detective League,777,no,no,TV Original,no,-
no,no,no,no,,Digital camera,"May 16, 2015",Mirage of the Disappearing Angel,778,no,no,TV Original,no,-
no,yes,no,no,,Wristwatch,"May 23, 2015","On Location, TV Drama Murder Case (Remastered)",21,no,no,TV Original,no,-
no,no,yes,no,,Answer sheet,"May 30, 2015",The Scarlet Prologue,779,yes,yes,V84 - F9~11,yes,-
no,no,yes,no,,Flower circle,"June 6, 2015",The Scarlet Pursuit,780,no,yes,V84 - F9~11,yes,-
no,no,yes,no,,Rikumichi Kusuda,"June 13, 2015",The Scarlet Intersection,781,no,yes,V85 - F1~5,yes,-
no,no,yes,no,,Raiha Pass,"June 20, 2015",The Scarlet Return,782,no,yes,V85 - F1~5,yes,-
no,no,no,no,,Macademy awards,"June 27, 2015",The Scarlet Truth,783,no,yes,V85 - F1~5,yes,-
no,no,no,no,,Initial,"July 11, 2015",Welcome to Club Orihime,784,no,no,TV Original,no,-
no,yes,no,no,,Lance,"July 18, 2015",Taiko Meijin's Match of Love (Part 1),785,no,no,V85 - F6~9,no,-
yes,no,yes,no,,Seven,"July 25, 2015",Taiko Meijin's Match of Love (Part 2),786,no,no,V85 - F6~9,no,-
no,no,yes,no,,Gas cylinder,"August 1, 2015",The Mystery Sinking in the Midsummer Pool (Part 1),787,no,no,V85 - F10,no,-
no,no,no,no,,Foam,"August 8, 2015",The Mystery Sinking in the Midsummer Pool (Part 2),788,yes,no,V85 - F10,no,-
no,no,no,no,,Prank,"August 15, 2015",The Queen's Weather Forecast,789,no,no,TV Original,no,-
no,yes,yes,no,,Cassette tape,"August 22, 2015",The Kidnapping of a Popular Artist Case (Part 1) (Remastered),81,no,no,V15 - F4~6,no,-
no,no,no,no,,Lyrics,"August 29, 2015",The Kidnapping of a Popular Artist Case (Part 2) (Remastered),82,no,no,V15 - F4~6,no,-
no,no,no,no,,Uniform,"September 5, 2015",Bekapon's Bleeding Service,790,no,no,TV Original,no,-
no,no,no,no,,Stalker,"September 12, 2015",Detective Takagi On the Run in Handcuffs,791,no,no,TV Original,no,-
no,no,yes,no,,Tobacco,"September 19, 2015",Three First Discoverers (Part 1),792,no,yes,V86 - F2~4,yes,-
no,no,yes,no,,500 thousand yen,"September 26, 2015",Three First Discoverers (Part 2),793,no,no,V86 - F2~4,no,-
no,no,no,no,,Fog,"October 3, 2015",Bodyguard Kogoro Mouri,794,no,no,TV Original,no,-
no,no,no,no,,Bisque doll,"October 10, 2015",The Secret of the Missing Young Lady,795,no,no,TV Original,no,-
no,no,no,no,,Facial scars,"October 17, 2015",The Lovebirds' Ruse,796,no,no,TV Original,no,-
no,no,no,no,,Printing paper,"October 24, 2015",The Dreaming Girl's Confused Deduction,797,no,no,TV Original,no,-
no,no,no,no,,Escalator,"October 31, 2015",Hijacked Department Store Case (Remastered),17,no,no,TV Original,no,-
no,no,no,no,,Love letter,"November 7, 2015",The Moving Target,798,no,no,TV Original,no,-
no,no,no,no,,Water,"November 14, 2015",Detective Boys' Locked Room Mystery Battle,799,no,no,TV Original,no,-
no,no,no,no,,Ants,"November 21, 2015",After That Hundred Million Yen,800,no,no,TV Original,no,-
no,no,no,no,,Incense burner,"November 28, 2015",Tottori Sand Dunes Mystery Tour  (Kurayoshi Part),801,no,no,TV Original,no,-
no,no,no,no,,Pendant,"December 5, 2015",Tottori Sand Dunes Mystery Tour  (Tottori Part),802,no,no,TV Original,no,-
no,no,no,no,,Children's park,"December 12, 2015",The Pitfall of Fire Precautions,803,no,no,TV Original,no,-
no,no,no,yes,,Ebizo Ichikawa,"January 9, 2016",Conan and Ebizo's Kabuki Jhachiban Mystery (Part 1) (1 Hour Special),804,no,no,TV Original,no,-
no,no,no,no,,Jacket,"January 16, 2016",Conan and Ebizo's Kabuki Jhachiban Mystery (Part 2) (1 Hour Special),805,no,no,TV Original,no,-
